tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N442AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N442SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N442UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N442WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N443SW,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N443UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N443WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N444AA,1973,Fixed wing single engine,CESSNA,182P,1,4,120,Reciprocating
N444UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N444WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N445SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N445UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N445WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N446SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N446UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N446WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N447SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N447UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N447WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N448AS,2016,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N448SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N448UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N448WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N449SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N449UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N449WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N450WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N451UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N451WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N452AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N452SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N452UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N452WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N453AS,2014,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N453SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N453UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N453WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N454SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N454UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N454WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N455AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N455CA,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N455SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N455UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N455WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N456AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N456UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N456WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N457AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N457AS,2014,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N457SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N457UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N457WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N458UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N458WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N459AS,2014,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N459SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N459UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N459WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N460SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N460UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N460WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N461AS,2014,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N461SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N461UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N461WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N462AS,2014,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N462UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N462WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N463SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N463UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N463WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N464AS,2014,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N464SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N464UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N464WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N465SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N465UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N465WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N466AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N466SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N466UA,NA,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N466WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N467AS,2014,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N467UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N467WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N468AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N468AS,2014,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N468CA,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N468UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N468WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N469AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N469AS,2014,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N469UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N469WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N470AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N470UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N470WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N471AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N471AS,2014,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N471CA,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N471UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N472AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N472AS,2015,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N472CA,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N472UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N472WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N473AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N473UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N473WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N47414,2008,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N474AA,NA,Fixed wing single engine,CESSNA,172M,1,4,108,4 Cycle
N474AS,2015,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N474UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N474WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N475AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N475UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N475WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N476AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N476UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N476WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N477AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N477AS,2015,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N477CA,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N477UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N477WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N478AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N478AS,2015,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N478UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N478WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N479AS,2015,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N479CA,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N479UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N479WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N480AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N480UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N480WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N481AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N481AS,2015,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N481UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N481WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N482AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N482UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N482WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N483AS,2015,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N483UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N483WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N484AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N484UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N484WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N485AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N485UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N485WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N486AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N486AS,2015,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N486UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N486WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N487AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N487AS,2015,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N487CA,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N487UA,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N487WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N488AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N488UA,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N488WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N48901,2001,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N489AA,1989,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N489UA,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N489WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N490AA,1989,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N490UA,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N490WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N491AA,1989,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N491AS,2015,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N491UA,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N491WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N492AA,1989,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N492AS,2015,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N492SW,1997,Fixed wing multi engine,CANADAIR,CL-600-2B19,2,55,NA,Turbo-fan
N492UA,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N492WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N493AA,1989,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N493AS,2016,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N493UA,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N493WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N494AA,1989,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N494AS,2016,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N494CA,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N494UA,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N494WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N495AS,2016,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N495CA,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N495UA,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N495WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N496AA,1989,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N496CA,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N496UA,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N496WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N497UA,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N497WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N498AA,1989,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N498CA,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N498UA,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N498WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N499AA,1989,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N499WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N500WR,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N501AA,1989,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N501SW,1977,Fixed wing multi engine,CESSNA,501,2,8,NA,Turbo-fan
N501US,1985,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-fan
N502US,1985,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-fan
N503JB,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N503UA,1989,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-fan
N503US,1985,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-fan
N504JB,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N505AA,1989,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N505JB,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N506AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N506CA,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N506JB,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N507AA,1997,Fixed wing single engine,WOBIG WAYNE R,FALCON-XP,1,2,NA,Reciprocating
N507CA,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N507US,1985,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-fan
N508AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N508JB,2007,Fixed wing single engine,CIRRUS DESIGN CORP,SR22,1,4,NA,Reciprocating
N508SW,1990,Fixed wing multi engine,BOEING,737-5H4,2,149,NA,Turbo-fan
N509JB,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N509SW,1990,Fixed wing multi engine,BOEING,737-5H4,2,149,NA,Turbo-fan
N510AA,1982,Fixed wing single engine,CESSNA,210N,1,6,NA,Reciprocating
N510JB,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N511SW,1991,Fixed wing multi engine,BOEING,737-5H4,2,149,NA,Turbo-fan
N511UA,NA,Fixed wing multi engine,BOMBARDIER INC,DHC-8-402,2,70,NA,Turbo-prop
N512AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N512SW,1991,Fixed wing multi engine,BOEING,737-5H4,2,149,NA,Turbo-fan
N513AA,1990,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N513AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N514AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N515SW,1991,Fixed wing multi engine,BOEING,737-5H4,2,149,NA,Turbo-fan
N515UA,NA,Fixed wing multi engine,BOMBARDIER INC,DHC-8-402,2,70,NA,Turbo-prop
N516AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N516JB,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N516UA,1990,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-fan
N517AA,NA,Fixed wing single engine,HURLEY JAMES LARRY,FALCON-XP,1,2,NA,Reciprocating
N517AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N517JB,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N518AS,2009,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N519AS,2009,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N519JB,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N519MQ,1983,Fixed wing single engine,CESSNA,A185F,1,6,127,Reciprocating
N520AA,1985,Fixed wing single engine,KILDALL GARY,FALCON-XP,1,2,NA,Reciprocating
N520AS,2009,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N520JB,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N520SW,1991,Fixed wing multi engine,BOEING,737-5H4,2,149,NA,Turbo-fan
N520UA,1990,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-fan
N521JB,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N521SW,1991,Fixed wing multi engine,BOEING,737-5H4,2,149,NA,Turbo-fan
N521US,1986,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-fan
N522AA,1981,Rotorcraft,SIKORSKY,UH-60A,2,15,NA,Turbo-shaft
N522SW,1992,Fixed wing multi engine,BOEING,737-5H4,2,149,NA,Turbo-fan
N522UA,1990,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-fan
N523AS,2009,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N523JB,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N523SW,1992,Fixed wing multi engine,BOEING,737-5H4,2,149,NA,Turbo-fan
N524AS,2009,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N524JB,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N524SW,1992,Fixed wing multi engine,BOEING,737-5H4,2,149,NA,Turbo-fan
N524UA,1990,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-fan
N525AS,2009,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N525SW,1992,Fixed wing multi engine,BOEING,737-5H4,2,149,NA,Turbo-fan
N525US,1987,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-fan
N526AS,2009,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N526SW,1992,Fixed wing multi engine,BOEING,737-5H4,2,149,NA,Turbo-fan
N526UA,1991,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-fan
N527AS,NA,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N527SW,1992,Fixed wing multi engine,BOEING,737-5H4,2,149,NA,Turbo-fan
N527US,1987,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-fan
N528AA,NA,Fixed wing single engine,LAMBERT RICHARD,FALCON XP,1,2,NA,Reciprocating
N528AS,2009,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N528SW,1992,Fixed wing multi engine,BOEING,737-5H4,2,149,NA,Turbo-fan
N528UA,1991,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-fan
